id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20462071,Cabin in Asheville · ★4.95 · 2 bedrooms · 3 beds · 1 bath,5746326,Tim,,28805,35.61279,-82.48583,Entire home/apt,181,2,200,2023-09-03,2.76,2,147,30,
20473937,Rental unit in Asheville · ★4.93 · 2 bedrooms · 2 beds · 3 baths,98506795,Elizabeth,,28801,35.59016,-82.56802,Entire home/apt,199,1,195,2023-08-23,2.71,1,67,41,
20482319,Condo in Asheville · ★4.81 · 1 bedroom · 1 bed · 1 bath,19335705,Jessica,,28806,35.59362,-82.61425,Entire home/apt,71,1,246,2023-09-04,3.34,1,352,33,
20504787,Guesthouse in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,146388068,Cherylin,,28803,35.55813,-82.50296,Entire home/apt,76,2,353,2023-08-20,4.78,2,123,49,
20542316,Loft in Asheville · 3 bedrooms · 4 beds · 3.5 baths,12956136,Laura,,28801,35.59389,-82.55136,Entire home/apt,268,30,0,,,1,227,0,
20583406,Guest suite in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,3651402,Emily,,28806,35.5851,-82.57438,Entire home/apt,103,2,343,2023-09-04,4.71,2,245,45,
20624327,Guest suite in Asheville · ★4.84 · 1 bedroom · 2 beds · 1 bath,147439967,Kat,,28805,35.60037,-82.47738,Entire home/apt,80,3,89,2023-08-07,1.23,1,179,9,
20624404,Home in Candler · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,4636687,Sandra,,28715,35.55414,-82.65114,Private room,53,2,101,2022-07-17,1.40,2,316,0,
20638444,Home in Asheville · ★4.99 · 4 bedrooms · 6 beds · 3 baths,722034,Darlene And Ron,,28805,35.6131,-82.48214,Entire home/apt,473,4,69,2023-07-31,0.98,11,274,14,
20653416,Home in Asheville · ★4.92 · 3 bedrooms · 4 beds · 2.5 baths,121681645,Evolve,,28806,35.568,-82.56704,Entire home/apt,300,3,64,2023-07-04,0.96,43,330,9,
20663042,Guest suite in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 bath,147800428,Cory,,28803,35.56657,-82.52513,Entire home/apt,86,1,625,2023-09-09,8.54,1,353,64,
20665144,Home in Asheville · ★4.94 · 3 bedrooms · 4 beds · 2 baths,2260255,Erin,,28804,35.63793,-82.609,Entire home/apt,211,3,235,2023-08-29,3.26,2,312,36,
20692815,Guest suite in Asheville · ★4.81 · 1 bedroom · 2 beds · 1 bath,74878335,Jeffrey,,28806,35.58075,-82.59824,Entire home/apt,101,2,301,2023-08-12,4.11,1,156,17,
20695367,Guest suite in Asheville · ★4.97 · 2 bedrooms · 2 beds · 1 bath,5976015,Janae,,28806,35.57255,-82.56729,Entire home/apt,126,2,341,2023-08-16,4.65,1,159,45,
20697183,Rental unit in Asheville · ★4.92 · Studio · 1 bed · 1 bath,148137080,Jeff & Wanda,,28806,35.53924,-82.61317,Entire home/apt,95,2,104,2023-09-04,1.45,1,152,8,
20744040,Guest suite in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,23909518,Rebecca,,28804,35.64821,-82.49978,Entire home/apt,90,2,138,2023-09-10,1.89,1,135,14,
20744323,Home in Asheville · ★4.89 · 3 bedrooms · 6 beds · 2.5 baths,2939506,Heather,,28803,35.55529,-82.49611,Entire home/apt,280,2,193,2023-09-04,2.67,1,350,22,
20747532,Rental unit in Candler · ★4.84 · 1 bedroom · 4 beds · 1 bath,148593846,Lisa,,28715,35.56242,-82.65923,Entire home/apt,90,1,109,2023-09-03,1.49,2,267,3,
20759062,Guest suite in Asheville · ★4.99 · 1 bedroom · 2 beds · 1 bath,148691735,Mel,,28804,35.62364,-82.54805,Entire home/apt,132,2,181,2023-09-10,2.51,1,229,30,
20762155,Guest suite in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,59658375,Kristi,,28801,35.59769,-82.56744,Entire home/apt,113,2,303,2023-09-10,4.19,1,41,62,
20773653,Home in Asheville · ★4.90 · 3 bedrooms · 3 beds · 2 baths,90517735,George,,28806,35.5347,-82.60788,Entire home/apt,196,2,88,2023-07-30,1.83,1,151,15,
20785720,Guesthouse in Asheville · ★4.89 · Studio · 1 bed · 1 bath,42691761,Bett,,28804,35.61758,-82.55244,Entire home/apt,55,30,19,2023-08-31,0.27,1,330,4,
20801691,Guest suite in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,149139818,Lucy,,28806,35.50952,-82.60937,Entire home/apt,87,2,379,2023-09-10,5.18,1,333,53,
20804217,Guest suite in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,3651402,Emily,,28806,35.58588,-82.57576,Entire home/apt,112,3,426,2023-09-11,5.82,2,229,71,
20804347,Rental unit in Asheville · ★4.91 · Studio · 1 bed · 1 bath,8314342,Brooke,,28806,35.57653,-82.58667,Entire home/apt,130,1,158,2022-12-30,2.21,1,0,8,
20815440,Guest suite in Asheville · ★4.98 · Studio · 2 beds · 1 bath,149280910,Ashley,,28801,35.60431,-82.54435,Entire home/apt,128,2,241,2023-09-04,3.35,1,120,31,
20830901,Guest suite in Asheville · ★4.62 · 1 bedroom · 2 beds · 1 bath,2392127,David And Melissa,,28806,35.58271,-82.5821,Entire home/apt,103,30,89,2023-08-14,1.22,2,276,10,
20834615,Guest suite in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,1413425,Josie,,28801,35.59002,-82.55701,Entire home/apt,125,2,187,2023-08-28,2.56,1,50,28,
20850669,Rental unit in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,143204951,Amory,,28803,35.56829,-82.52595,Entire home/apt,89,30,124,2022-10-29,1.72,1,92,1,
20855873,Rental unit in Asheville · ★4.32 · 1 bedroom · 1 bed · 1 bath,46001530,Jonathan,,28801,35.59201,-82.55876,Entire home/apt,109,1,251,2023-08-20,3.44,9,259,38,
20858987,Guest suite in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,134962794,Josh,,28801,35.61196,-82.54492,Entire home/apt,158,3,225,2023-09-09,3.09,1,135,32,
20872849,Townhouse in Asheville · ★5.0 · 3 bedrooms · 6 beds · 2.5 baths,64779746,Libby,,28801,35.59817,-82.56699,Entire home/apt,275,30,30,2022-10-01,0.43,1,234,1,
20910666,Bungalow in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 bath,26124019,Meghan,,28806,35.57343,-82.57752,Entire home/apt,138,1,59,2020-02-26,0.82,1,0,0,
20916381,Bungalow in Asheville · ★4.95 · 3 bedrooms · 5 beds · 1 bath,5954944,Malinda,,28804,35.62322,-82.57719,Entire home/apt,193,2,243,2023-07-31,3.36,2,338,31,
20928043,Rental unit in Asheville · ★4.82 · Studio · 1 bed · 1 bath,52648308,Jennifer,,28803,35.57925,-82.54215,Entire home/apt,99,2,220,2023-09-03,3.04,1,213,20,
20970417,Rental unit in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,61844145,Libby,,28804,35.62423,-82.53987,Entire home/apt,140,2,220,2023-07-16,3.25,3,48,31,
20994069,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 private bath,839950,Shawn And Dave,,28803,35.55996,-82.50777,Private room,85,2,65,2023-09-10,0.91,2,332,11,
20994289,Home in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 private bath,56642643,Paul,,28806,35.57863,-82.62878,Private room,55,1,171,2023-09-04,2.35,5,9,12,
21011400,Home in Asheville · ★4.96 · 3 bedrooms · 4 beds · 2.5 baths,6074062,Melissa,,28806,35.56732,-82.56913,Entire home/apt,231,1,253,2023-09-10,3.49,10,252,54,
21013638,Cottage in Asheville · ★4.99 · 2 bedrooms · 2 beds · 2 baths,95254836,Marion,,28804,35.62589,-82.53109,Entire home/apt,234,2,282,2023-09-10,3.97,1,208,50,
21028610,Guest suite in Asheville · ★4.93 · 1 bedroom · 2 beds · 1 bath,151453156,Evan,,28804,35.63323,-82.57362,Entire home/apt,232,2,30,2022-06-26,0.42,1,30,0,
21054722,Guest suite in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 bath,93023816,Elisa,,28806,35.57685,-82.59292,Entire home/apt,69,2,238,2023-09-10,3.29,2,156,56,
21094481,Cottage in Arden · ★4.91 · 2 bedrooms · 2 beds · 1 bath,152085318,Shauna,,28704,35.46994,-82.57122,Entire home/apt,136,2,264,2023-08-28,3.66,2,323,41,
21104844,Guest suite in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,5229336,Helen,,28806,35.58565,-82.57311,Entire home/apt,130,2,269,2023-08-26,3.72,1,299,41,
21176027,Rental unit in Asheville · ★4.97 · 1 bedroom · 3 beds · 1 bath,152889799,Bob,,28805,35.59756,-82.49424,Entire home/apt,65,2,554,2023-09-04,7.67,1,295,86,
21189890,Home in Asheville · ★4.89 · 3 bedrooms · 3 beds · 3 baths,96187307,Yonder,,28806,35.63568,-82.62562,Entire home/apt,176,2,27,2023-04-16,0.40,51,349,2,
21203344,Guest suite in Fletcher · ★4.91 · 1 bedroom · 1 bed · 1 bath,10294907,Sherri,,28732,35.43951,-82.52437,Entire home/apt,62,3,299,2022-12-11,4.19,1,0,12,
21212588,Guest suite in Asheville · ★4.94 · 2 bedrooms · 3 beds · 1 bath,960355,Russel & Jen,,28806,35.58002,-82.57722,Entire home/apt,154,2,306,2023-09-04,4.25,1,39,3,
21214062,Home in Asheville · ★4.96 · 2 bedrooms · 2 beds · 2 baths,56642643,Paul,,28806,35.57973,-82.63074,Entire home/apt,165,8,28,2022-12-19,0.47,5,179,3,
21236709,Home in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,153487202,Matt,,28806,35.62359,-82.62248,Private room,70,2,213,2021-10-10,2.95,2,0,0,
21253016,Guest suite in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,2799329,Eleanor,,28804,35.638580322265625,-82.5296401977539,Entire home/apt,98,2,154,2023-07-24,2.14,2,345,3,
21272098,Home in Asheville · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,153487202,Matt,,28806,35.62312,-82.62225,Private room,26,2,123,2021-07-25,1.71,2,0,0,
21278647,Chalet in Asheville · ★5.0 · 3 bedrooms · 5 beds · 4.5 baths,37996476,Aaron,,28805,35.62348,-82.48308,Entire home/apt,358,3,181,2023-09-04,2.58,2,291,36,
21280708,Guest suite in Asheville · ★4.64 · 1 bedroom · 1 bed · 1 bath,108761817,Morris,,28804,35.62782,-82.52991,Entire home/apt,89,1,106,2023-07-30,1.48,2,180,14,
21292861,Rental unit in Asheville · ★4.88 · 1 bedroom · 2 beds · 1 bath,92618672,Katie,,28806,35.57992,-82.58616,Entire home/apt,88,2,194,2023-08-27,2.69,1,6,28,
21297231,Guest suite in Arden · ★4.75 · 1 bedroom · 1 bed · 1 bath,65408548,Karl,,28704,35.47041,-82.50005,Entire home/apt,76,1,243,2023-08-27,3.38,5,358,18,
21312568,Guesthouse in Asheville · ★4.97 · Studio · 2 beds · 1 bath,4716983,Sarah & Allison,,28803,35.56362,-82.52057,Entire home/apt,92,30,226,2023-08-31,3.54,1,179,4,
21345127,Home in Asheville · ★4.88 · 1 bedroom · 2 beds · 1 private bath,65522713,Kitty,,28805,35.5838,-82.5302,Private room,87,2,111,2023-08-30,1.55,2,81,15,
21354161,Home in Asheville · ★4.87 · 2 bedrooms · 2 beds · 1 bath,5180443,Mara,,28806,35.57271,-82.59069,Entire home/apt,113,30,105,2023-08-27,1.47,1,122,7,
21364022,Bungalow in Woodfin · 3 bedrooms · 1 bed · 1.5 shared baths,27264700,Julie,,28804,35.64021,-82.59586,Private room,250,3,1,2017-12-30,0.01,1,0,0,
21382558,Chalet in Asheville · ★4.97 · 4 bedrooms · 4 beds · 4.5 baths,37996476,Aaron,,28805,35.62245,-82.48334,Entire home/apt,409,3,229,2023-09-05,3.28,2,287,39,
21383423,Rental unit in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,154879242,Teresa,,28804,35.61549,-82.55938,Entire home/apt,88,2,106,2023-07-06,1.53,1,352,5,
21399365,Guest suite in Arden · ★4.78 · 1 bedroom · 3 beds · 1 bath,155036277,Jacob And Kara,,28704,35.45022,-82.51977,Entire home/apt,72,2,145,2023-08-05,2.04,1,101,12,
21432436,Home in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 private bath,119510171,Debbie,,28804,35.61283,-82.55096,Private room,34,21,13,2023-08-22,0.30,2,122,5,
21437451,Home in Asheville · ★4.98 · Studio · 1 bed · 1 bath,28130518,Mary,,28801,35.59735,-82.56525,Entire home/apt,118,2,486,2023-09-07,6.77,1,126,65,
21449558,Rental unit in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,155656246,Lynn,,28806,35.58185,-82.64618,Entire home/apt,115,2,155,2023-09-04,2.17,1,355,12,
21456384,Home in Arden · ★4.96 · 2 bedrooms · 3 beds · 2 baths,144134133,Brenda Leigh,,28704,35.47752,-82.50639,Entire home/apt,135,2,141,2023-09-03,1.98,1,121,14,
21502620,Guest suite in Asheville · ★4.96 · Studio · 1 bed · 1 bath,22000488,Kingsley,,28806,35.57754,-82.6048,Entire home/apt,70,1,269,2023-08-27,3.80,1,0,36,
21544113,Rental unit in Asheville · ★4.82 · 1 bedroom · 1 bed · 1 bath,156623223,Lindsay,,28805,35.59585,-82.46502,Entire home/apt,100,2,61,2023-06-19,0.86,1,12,2,
21566026,Guest suite in Arden · ★4.62 · 1 bedroom · 1 bed · 1 bath,65408548,Karl,,28704,35.47041,-82.50005,Entire home/apt,95,1,13,2021-04-01,0.18,5,90,0,
21580160,Cabin in Asheville · ★4.76 · 3 bedrooms · 5 beds · 2 baths,121681645,Evolve,,28803,35.54185,-82.51275,Entire home/apt,260,2,38,2023-05-28,0.59,43,338,6,
21591133,Guest suite in Asheville · ★5.0 · 2 bedrooms · 1 bed · 1 bath,1210602,Justin,,28804,35.62584,-82.54629,Entire home/apt,138,5,15,2023-09-10,0.23,1,268,3,
21631995,Rental unit in Asheville · ★4.92 · 2 bedrooms · 3 beds · 1 bath,72663636,Gordon & Kimberly,,28801,35.60821,-82.56049,Entire home/apt,106,2,401,2023-08-18,5.64,2,110,71,
21640556,Rental unit in Asheville · ★4.93 · 1 bedroom · 2 beds · 1 bath,28370948,Will,,28805,35.59729,-82.49564,Entire home/apt,95,2,200,2023-08-20,2.81,1,0,7,
21682891,Home in Asheville · ★4.92 · 3 bedrooms · 3 beds · 2 baths,15565480,Nicole,,28803,35.55105,-82.50731,Entire home/apt,254,2,148,2022-12-11,2.10,3,0,4,
21693285,Guest suite in Asheville · ★4.80 · 1 bedroom · 1 bed · 1 bath,141355755,Brandon,,28804,35.63801,-82.57386,Entire home/apt,70,1,544,2023-09-04,7.78,1,222,60,
21709922,Home in Arden · ★4.97 · 4 bedrooms · 5 beds · 2 baths,158054785,Ladonna,,28704,35.44679,-82.55879,Entire home/apt,385,3,36,2020-09-08,0.52,1,156,0,
21748228,Guest suite in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,28475957,Wilant & Alice,,28804,35.61741,-82.56021,Entire home/apt,113,2,286,2023-08-27,4.72,1,11,33,
21784784,Rental unit in Asheville · ★4.84 · 1 bedroom · 1 bed · 1 bath,12610486,Jennifer,,28806,35.57738,-82.59172,Entire home/apt,165,2,70,2023-09-04,0.99,1,333,12,
21798869,Guesthouse in Asheville · ★5.0 · 1 bedroom · 2 beds · 1 bath,124851805,Danya,,28801,35.60792,-82.56999,Entire home/apt,95,30,6,2023-01-31,0.11,1,292,1,
21829016,Home in Asheville · ★4.85 · 3 bedrooms · 3 beds · 2 baths,3682939,Teresa,,28806,35.60201,-82.6272,Entire home/apt,140,2,137,2023-09-03,1.94,1,45,12,
21836696,Condo in Asheville · ★4.90 · 2 bedrooms · 2 beds · 1 bath,21500666,Rory,,28801,35.60262,-82.556,Entire home/apt,142,2,96,2023-09-04,5.05,1,357,59,
21850640,Guest suite in Asheville · ★4.85 · 2 bedrooms · 3 beds · 1 bath,1710864,Katie,,28806,35.5646,-82.64089,Entire home/apt,90,1,193,2022-08-29,2.77,2,0,0,
21894298,Chalet in Asheville · ★4.97 · 2 bedrooms · 2 beds · 1 bath,8255241,Judy,,28805,35.59492,-82.53757,Entire home/apt,236,1,71,2023-08-13,1.08,2,306,6,
21911184,Cabin in Fletcher · ★4.96 · 3 bedrooms · 6 beds · 2 baths,24938934,Jofre & Saskia,,28732,35.44569,-82.46956,Entire home/apt,150,2,200,2023-09-03,2.95,2,302,34,
21947972,Guest suite in Arden · ★4.98 · 1 bedroom · 3 beds · 1 bath,141218676,Corey,,28704,35.452827,-82.506241,Entire home/apt,82,2,642,2023-09-11,9.18,2,283,101,
22035029,Guest suite in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 bath,3449944,Christina,,28806,35.58027,-82.59102,Entire home/apt,60,1,444,2023-09-10,6.52,1,53,102,
22049704,Guest suite in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 bath,9180037,Marcelle,,28803,35.55376,-82.51001,Entire home/apt,56,2,61,2023-09-06,1.32,1,5,16,
22050248,Condo in Asheville · ★4.65 · 2 bedrooms · 2 beds · 2 baths,8480253,Brian,,28801,35.594006,-82.553131,Entire home/apt,160,1,20,2023-08-20,0.44,8,310,6,
22063379,Bungalow in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,227432,Elizabeth,,28804,35.61913,-82.55832,Private room,48,1,368,2023-08-26,5.25,1,2,14,
22095619,Rental unit in Asheville · ★4.45 · Studio · 1 bed · 1 bath,46001530,Jonathan,,28801,35.59209,-82.55879,Entire home/apt,90,1,362,2023-08-27,5.19,9,318,83,
22107175,Home in Asheville · ★4.86 · 2 bedrooms · 3 beds · 1 bath,161496536,Bill,,28801,35.60705,-82.5621,Entire home/apt,153,1,112,2023-08-06,1.69,2,354,26,
22114590,Bed and breakfast in Asheville · 1 bedroom · 1 bed · 1 private bath,161559240,The Lion And The Rose,,28801,35.60478,-82.56653,Private room,205,1,2,2021-01-02,0.06,6,88,0,
22119778,Bed and breakfast in Asheville · 1 bedroom · 2 beds · 1 private bath,161559240,The Lion And The Rose,,28801,35.60291,-82.56553,Private room,323,1,1,2021-08-02,0.04,6,34,0,
22151438,Home in Asheville · ★4.97 · 4 bedrooms · 5 beds · 3 baths,161767339,Allison,,28806,35.55254,-82.62588,Entire home/apt,249,2,244,2023-07-30,3.50,1,334,15,
22163415,Home in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,92530083,Pat,,28803,35.57204,-82.54281,Entire home/apt,105,2,159,2023-07-04,2.31,1,300,19,
22224397,Guest suite in Asheville · ★4.98 · 2 bedrooms · 2 beds · 1 bath,24764498,Alexis,,28801,35.60593,-82.57688,Entire home/apt,159,1,167,2023-07-09,2.39,1,153,18,
22306380,Home in Asheville · ★4.65 · Studio · 1 bed · 1 bath,61329735,Meredith,,28801,35.60349,-82.56925,Entire home/apt,125,2,146,2023-08-07,2.12,1,163,20,
22308959,Cottage in Candler · ★4.60 · 3 bedrooms · 4 beds · 2 baths,15788000,Lisa,,28715,35.50985,-82.65926,Entire home/apt,225,1,305,2023-08-20,4.50,6,157,15,
22317485,Home in Candler · ★4.89 · 4 bedrooms · 6 beds · 2 baths,163159488,Tia,,28715,35.5579,-82.65318,Entire home/apt,190,3,222,2023-07-22,3.19,1,338,14,
22326909,Rental unit in Asheville · ★4.86 · 1 bedroom · 1 bed · 0 baths,34871822,Emma,,28801,35.60074,-82.55789,Entire home/apt,51,30,15,2023-04-03,0.24,3,73,3,
22351697,Guest suite in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 bath,163438093,Mike,,28804,35.64271,-82.51916,Entire home/apt,50,2,84,2020-08-16,1.29,1,91,0,
22360186,Home in Candler · ★4.98 · 2 bedrooms · 2 beds · 2 baths,163503810,Peter,,28715,35.55114,-82.63713,Entire home/apt,72,30,42,2023-05-01,0.62,1,302,1,
22408602,Guest suite in Asheville · ★4.76 · Studio · 1 bed · 1 bath,76641431,Stephanie,,28806,35.58726,-82.57304,Entire home/apt,85,1,284,2023-08-27,4.27,2,143,25,
22437203,Home in Asheville · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,3028199,Florencia,,28803,35.56117,-82.50666,Private room,54,1,687,2023-08-29,10.04,5,167,84,
22437447,Home in Asheville · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,3028199,Florencia,,28803,35.56105,-82.50583,Private room,44,30,149,2023-07-28,2.18,5,274,4,
22461969,Home in Asheville · ★4.25 · 2 bedrooms · 5 beds · 1 bath,164624834,Patrick,,28801,35.6026,-82.56138,Entire home/apt,120,29,4,2023-01-31,0.14,1,3,1,
22486185,Guesthouse in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,19595654,Clifton,,28805,35.588,-82.50948,Entire home/apt,82,2,637,2023-08-27,9.58,1,36,106,
22510926,Guest suite in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,165207904,Collin,,28801,35.60149,-82.55787,Private room,140,2,12,2019-12-08,0.18,1,110,0,
22511514,Home in Asheville · ★4.97 · 3 bedrooms · 5 beds · 1 bath,66193031,Darcy,,28806,35.57241,-82.64002,Entire home/apt,129,1,601,2023-08-24,8.95,3,136,112,
22517744,Cottage in Asheville · ★4.95 · 1 bedroom · 2 beds · 1 bath,59054700,Jodi & Dan,,28806,35.50689,-82.60438,Entire home/apt,106,2,346,2023-08-21,5.02,1,128,66,
22530746,Rental unit in Asheville · ★4.94 · 2 bedrooms · 2 beds · 1 bath,15565480,Nicole,,28803,35.55067,-82.50841,Entire home/apt,102,2,83,2023-09-04,1.21,3,64,1,
22584773,Guesthouse in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,128356088,Stephanie,,28806,35.50797,-82.60843,Entire home/apt,89,2,113,2022-03-07,1.65,2,0,0,
22589049,Home in Asheville · ★4.89 · 2 bedrooms · 2 beds · 2 baths,10643735,Carol,,28801,35.59938,-82.56057,Entire home/apt,96,28,9,2023-08-08,0.18,2,34,2,
22594761,Guest suite in Asheville · ★4.94 · 1 bedroom · 2 beds · 1 bath,37289690,Andrew,,28803,35.56653,-82.52754,Entire home/apt,66,2,201,2023-08-29,2.94,1,150,34,
22683936,Bed and breakfast in Asheville · 1 bedroom · 1 bed · 1 private bath,161559240,The Lion And The Rose,,28801,35.60465,-82.56631,Private room,332,1,0,,,6,41,0,
22684105,Bed and breakfast in Asheville · 1 bedroom · 1 bed · 1 private bath,161559240,The Lion And The Rose,,28801,35.60308,-82.56572,Private room,242,1,1,2019-12-06,0.02,6,48,0,
22684155,Bed and breakfast in Asheville · 1 bedroom · 1 bed · 1 private bath,161559240,The Lion And The Rose,,28801,35.60437,-82.56504,Private room,192,1,2,2021-02-06,0.06,6,45,0,
22740737,Guest suite in Asheville · ★4.82 · 1 bedroom · 2 beds · 1 bath,47777952,Mary,,28806,35.57357,-82.60263,Entire home/apt,106,1,182,2023-08-13,2.70,2,197,26,
22773505,Guest suite in Asheville · ★5.0 · 1 bedroom · 1 bed · 1 bath,29009882,Brooklyn,,28806,35.58238,-82.59029,Entire home/apt,125,2,440,2023-08-27,6.54,1,118,70,
22792399,Guest suite in Asheville · ★4.91 · 1 bedroom · 2 beds · 1 bath,34236761,Marty,,28801,35.58959,-82.56764,Entire home/apt,143,1,160,2023-09-10,2.34,1,60,43,
22813165,Home in Asheville · ★4.84 · 1 bedroom · 1 bed · 1 private bath,168602517,Janice,,28803,35.55832,-82.5316,Private room,85,2,167,2023-01-01,2.48,1,1,10,
22876677,Rental unit in Candler · ★5.0 · 3 bedrooms · 1 bed · 1 bath,169272906,Duane,,28715,35.56024,-82.65503,Entire home/apt,84,2,12,2023-05-28,0.99,1,356,12,
22921667,Guesthouse in Asheville · ★4.87 · Studio · 1 bed · 1 bath,164512814,Sara,,28806,35.59562,-82.59017,Entire home/apt,122,2,372,2023-08-28,5.54,1,125,30,
22924150,Rental unit in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 bath,23535333,Fitz,,28801,35.59841,-82.56367,Entire home/apt,110,2,230,2023-09-10,3.38,1,169,27,
22944749,Home in Asheville · ★4.95 · 3 bedrooms · 3 beds · 2 baths,43818498,Christine Michele,,28806,35.61269,-82.59666,Entire home/apt,92,2,207,2023-08-27,3.08,2,344,37,
22950161,Cabin in Fletcher · ★5.0 · 2 bedrooms · 2 beds · 1 bath,50233757,Christine,,28732,35.42639,-82.46175,Entire home/apt,115,2,232,2023-04-08,3.52,1,134,22,
22984192,Rental unit in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,170428521,Ian,,28801,35.58285,-82.56083,Entire home/apt,107,2,291,2023-08-13,4.35,1,61,60,
22985524,Home in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 private bath,170447025,Michelle,,28806,35.57452,-82.62029,Private room,61,1,95,2023-09-03,1.42,1,8,11,
23017092,Townhouse in Arden · ★5.0 · 6 bedrooms · 9 beds · 4 baths,158764029,Brennen & Sheila,,28704,35.45628,-82.53834,Entire home/apt,318,2,87,2023-08-13,1.28,2,338,18,
23025024,Guesthouse in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 bath,21313437,Ron + Helen,,28801,35.60604,-82.55664,Entire home/apt,150,3,41,2023-07-01,0.60,2,172,10,
23068704,Bungalow in Asheville · ★4.88 · 1 bedroom · 1 bed · 1 private bath,96818723,Christa,,28806,35.58761,-82.6256,Private room,37,2,117,2023-09-11,2.50,1,49,23,
23076921,Home in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,89752652,Gary,,28804,35.61357,-82.55624,Private room,79,1,319,2023-09-03,4.79,1,160,74,
23084647,Farm stay in Asheville · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,6898358,Andrea,,28805,35.60427,-82.50799,Private room,81,2,85,2023-01-01,1.40,1,163,7,
23150406,Guest suite in Asheville · ★4.89 · 2 bedrooms · 2 beds · 1 bath,37152088,Micha,,28801,35.60081,-82.55979,Entire home/apt,156,1,718,2023-09-12,10.55,1,330,126,
23198745,Home in Leicester · ★4.98 · 2 bedrooms · 2 beds · 1.5 baths,92157231,Anne,,28806,35.61011,-82.65407,Entire home/apt,136,2,138,2023-07-31,2.06,1,337,14,
23216051,Home in Asheville · ★4.98 · 2 bedrooms · 2 beds · 3 baths,1329460,Lynne,,28801,35.6014,-82.55654,Entire home/apt,145,29,87,2023-08-01,1.28,2,79,4,
23234938,Home in Asheville · ★4.86 · 4 bedrooms · 5 beds · 2.5 baths,56436566,Amanda,,28806,35.63146,-82.65189,Entire home/apt,114,2,341,2023-08-05,5.04,2,319,19,
23254729,Home in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 private bath,14043734,Dave,,28801,35.60419,-82.56553,Private room,83,1,139,2023-09-10,2.16,1,59,23,
23285263,Home in Asheville · ★4.94 · 2 bedrooms · 2 beds · 1 bath,16309147,Wes,,28805,35.59118,-82.53364,Entire home/apt,91,1,364,2023-09-10,6.15,1,142,64,
23335956,Cabin in Asheville · ★4.94 · 2 bedrooms · 2 beds · 1 bath,152085318,Shauna,,28806,35.61297,-82.64043,Entire home/apt,162,2,265,2023-08-27,3.95,2,331,46,
23343151,Condo in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,4507071,Joslyn,,28801,35.5982,-82.55433,Entire home/apt,159,1,266,2023-08-25,5.11,1,55,73,
23370743,Guesthouse in Arden · ★4.94 · 1 bedroom · 2 beds · 1 bath,14649701,Nicole,,28704,35.48151,-82.51853,Entire home/apt,99,3,160,2023-09-10,2.62,1,148,22,
