id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
108061,Rental unit in Asheville · ★4.51 · 1 bedroom · 1 bed · 1 bath,320564,Lisa,,28801,35.60562,-82.55512,Entire home/apt,100,30,92,2022-12-11,0.63,2,203,2,
155305,Guesthouse in Asheville · ★4.59 · 1 bedroom · 1 bed · 1 bath,746673,BonPaul,,28806,35.57864,-82.59578,Entire home/apt,100,1,400,2023-09-10,2.71,7,268,31,
156805,Home in Asheville · ★4.52 · 1 bedroom · 1 bed · 2.5 shared baths,746673,BonPaul,,28806,35.57864,-82.59578,Private room,66,1,67,2020-01-01,0.46,7,0,0,
156926,Hostel in Asheville · ★4.70 · 1 bedroom · 6 beds · 2.5 shared baths,746673,BonPaul,,28806,35.57864,-82.59578,Shared room,26,1,334,2023-08-02,2.28,7,323,19,
197263,Home in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 private bath,961396,Timo,,28806,35.57735,-82.63804,Private room,45,2,73,2023-08-06,0.54,2,88,13,
209068,Guest suite in Asheville · ★4.88 · 1 bedroom · 2 beds · 1 bath,1029919,Kevin,,28804,35.61736,-82.55074,Entire home/apt,95,30,61,2023-07-31,0.42,1,187,2,
246315,Cabin in Asheville · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,1292070,Annie,,28805,35.59615,-82.50635,Private room,68,7,57,2019-10-30,0.40,3,52,0,
259576,Rental unit in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,1362726,Julia,,28805,35.61966,-82.48065,Entire home/apt,83,2,798,2023-09-04,5.57,2,71,85,
304379,Guesthouse in Asheville · ★4.90 · 2 bedrooms · 2 beds · 1 bath,1566145,Gayle,,28804,35.64408,-82.52508,Entire home/apt,219,30,24,2019-08-03,0.17,2,224,0,
314540,Home in Asheville · ★5.0 · 4 bedrooms · 5 beds · 2 baths,381660,Tom,,28806,35.58561,-82.62731,Entire home/apt,292,1,11,2023-08-31,0.08,2,230,7,
427497,Guest suite in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,1909922,Milan,,28803,35.49088,-82.48602,Entire home/apt,159,2,48,2023-09-04,0.36,1,350,1,
436476,Guest suite in Asheville · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,478398,Heidi,,28801,35.60153,-82.5604,Entire home/apt,131,2,381,2023-08-18,2.77,3,61,29,
483384,Cottage in Asheville · ★4.98 · 1 bedroom · 1 bed · 1 bath,467421,Camille,,28806,35.56921,-82.57349,Entire home/apt,146,1,726,2023-09-10,6.66,1,306,84,
528535,Guest suite in Asheville · ★4.66 · 1 bedroom · 1 bed · 1 bath,2596933,B,,28801,35.60134,-82.55235,Entire home/apt,236,90,356,2022-11-08,2.61,2,89,1,
621243,Rental unit in Asheville · ★4.82 · 1 bedroom · 2 beds · 1 bath,3079174,Molly,,28801,35.60415,-82.54893,Entire home/apt,155,30,134,2023-08-20,2.01,1,164,17,
660702,Home in Asheville · ★4.73 · 2 bedrooms · 2 beds · 1 bath,3335271,Brady,,28804,35.621288,-82.553017,Entire home/apt,75,1,728,2023-08-23,7.89,2,315,89,
674894,Home in Asheville · ★4.65 · 1 bedroom · 1 bed · 1 private bath,614610,Linda,,28805,35.62277,-82.50258,Private room,57,2,254,2023-08-09,2.01,2,339,17,
695196,Home in Asheville · ★4.68 · 1 bedroom · 1 bed · 1 private bath,3552264,Michelle,,28801,35.58131,-82.55741,Private room,63,1,1109,2022-11-13,8.32,2,0,16,
723349,Bed and breakfast in Asheville · ★4.79 · 1 bedroom · 2 beds · 1 private bath,3736218,Mary,,28801,35.57468,-82.55705,Private room,249,2,14,2022-11-27,0.13,7,309,1,
751963,Home in Asheville · ★4.87 · 4 bedrooms · 4 beds · 2.5 baths,3920284,Lauralee,,28806,35.5793,-82.58224,Entire home/apt,95,1,100,2018-10-28,0.79,1,0,0,
815068,Home in Asheville · ★4.87 · 2 bedrooms · 2 beds · 1 bath,1111171,Tom,,28804,35.64371,-82.52456,Entire home/apt,75,30,315,2022-12-28,2.41,1,222,1,
840696,Home in Asheville · ★4.99 · 2 bedrooms · 2 beds · 2 baths,4390477,Michael,,28801,35.58371,-82.56111,Entire home/apt,239,2,551,2023-09-05,4.23,1,316,53,
846221,Home in Asheville · ★4.72 · 3 bedrooms · 4 beds · 1.5 baths,4418555,Bart,,28804,35.643550872802734,-82.51139831542969,Entire home/apt,177,2,125,2022-10-29,0.98,1,333,1,
875735,Home in Asheville · ★4.70 · 1 bedroom · 1 bed · 1 private bath,4632589,Jason,,28805,35.58513,-82.50484,Private room,61,2,199,2023-07-31,1.61,1,345,10,
881707,Guest suite in Asheville · ★4.88 · Studio · 1 bed · 1 bath,4664726,Jakub & Maria,,28806,35.56754,-82.59657,Entire home/apt,92,3,956,2023-09-08,7.90,3,296,112,
910737,Home in Asheville · ★4.86 · 2 bedrooms · 2 beds · 1 bath,4455863,Lori,,28806,35.60325,-82.59686,Entire home/apt,151,2,37,2023-05-01,0.30,1,0,9,
942934,Home in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 private bath,5100332,Pat,,28806,35.57244,-82.58949,Private room,62,2,638,2023-09-12,4.99,1,145,35,
943832,Home in Asheville · ★4.66 · 3 bedrooms · 3 beds · 1.5 baths,5107042,Terri,,28806,35.60991,-82.57838,Entire home/apt,257,30,161,2023-05-07,1.28,2,351,4,
976034,Rental unit in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,5340154,Ar,,28803,35.55542,-82.48316,Entire home/apt,125,2,164,2023-09-04,1.29,1,349,1,
977054,Guesthouse in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,4302936,Anne & Joe,,28804,35.61541,-82.55572,Entire home/apt,130,30,79,2023-07-25,0.63,1,315,3,
1039028,Tiny home in Asheville · ★4.99 · 1 bedroom · 1 bed · 1.5 baths,4143638,Tim And Muffi,,28803,35.55197,-82.49282,Entire home/apt,105,2,269,2023-09-09,2.16,2,296,23,
1066156,Cottage in Asheville · ★4.99 · 1 bedroom · 2 beds · 1 bath,4834939,Jessica,,28804,35.64745,-82.51644,Entire home/apt,159,2,679,2023-09-12,5.36,2,279,62,
1127777,Bungalow in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 private bath,6187751,Hun,,28806,35.57436,-82.59227,Private room,84,2,321,2023-08-04,2.58,1,162,11,
1212352,Rental unit in Asheville · ★4.79 · 1 bedroom · 1 bed · 1 bath,6618494,Reid,,28801,35.59895,-82.56082,Entire home/apt,98,30,264,2021-11-18,2.14,3,77,0,
1297717,Guest suite in Asheville · ★4.66 · Studio · 1 bed · 1 bath,614610,Linda,,28805,35.62266,-82.50397,Entire home/apt,82,2,104,2023-02-25,0.84,2,348,1,
1312301,Rental unit in Asheville · ★4.79 · 2 bedrooms · 1 bed · 1 bath,7130739,Marta,,28805,35.58235,-82.49974,Entire home/apt,95,2,93,2023-09-10,0.75,1,325,7,
1332684,Rental unit in Asheville · ★4.72 · 1 bedroom · 1 bed · 1 bath,2799158,Kari,,28806,35.58182,-82.59267,Entire home/apt,90,30,501,2023-08-09,4.09,1,120,6,
1376343,Home in Asheville · 1 bedroom · 3 beds · 1 bath,7456981,Debi,,28805,35.57256,-82.52239,Entire home/apt,100,31,0,,,1,332,0,
1392363,Bungalow in Asheville · ★4.86 · 2 bedrooms · 3 beds · 1 bath,7527127,Theo,,28804,35.62642,-82.57905,Entire home/apt,173,2,97,2023-07-30,1.56,3,110,17,
1393012,Home in Arden · ★4.97 · 1 bedroom · 1 bed · 1 private bath,7523601,Karen,,28704,35.46248,-82.53867,Private room,79,1,131,2023-09-03,1.09,1,352,16,
1421061,Rental unit in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,483350,Emilio And Kate,,28803,35.57776,-82.5369,Entire home/apt,133,2,140,2023-07-30,1.14,1,262,5,
1466495,Bungalow in Candler · ★4.81 · 1 bedroom · 1 bed · 1 bath,7307939,Jeffrey,,28715,35.56745,-82.65515,Entire home/apt,85,2,17,2022-06-05,0.14,1,58,0,
1475299,Home in Asheville · ★5.0 · 3 bedrooms · 2 beds · 1.5 baths,1566145,Gayle,,28804,35.64446,-82.52653,Entire home/apt,180,3,28,2023-08-13,0.23,2,295,1,
1569954,Home in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 bath,8348149,Deborah,,28801,35.61185,-82.55216,Private room,70,30,39,2015-11-02,0.32,1,341,0,
1571095,Guesthouse in Asheville · ★4.91 · Studio · 1 bed · 1 bath,8345942,Sherry,,28803,35.57388,-82.5385,Entire home/apt,93,2,128,2023-07-20,1.56,1,42,9,
1574329,Bed and breakfast in Asheville · ★4.80 · 1 bedroom · 1 bed · 1 private bath,3736218,Mary,,28801,35.57478,-82.55719,Private room,199,2,5,2021-06-29,0.05,7,322,0,
1578831,Rental unit in Asheville · ★4.71 · 1 bedroom · 1 bed · 1 bath,6618494,Reid,,28801,35.6062,-82.55315,Entire home/apt,85,30,226,2023-08-11,1.85,3,85,3,
1586906,Home in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 private bath,5601328,Mary,,28801,35.60852,-82.56335,Private room,90,2,283,2023-09-07,2.34,1,286,20,
1684109,Home in Asheville · ★4.98 · 3 bedrooms · 6 beds · 2.5 baths,4117051,Louise And Steve,,28805,35.60792,-82.48789,Entire home/apt,289,3,165,2023-09-05,1.37,3,281,18,
1728187,Home in Asheville · ★4.69 · 2 bedrooms · 2 beds · 1 bath,320564,Lisa,,28801,35.60644,-82.55594,Entire home/apt,225,5,56,2023-06-25,0.50,2,29,4,
1768955,Rental unit in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 bath,12874214,David,,28801,35.60368,-82.55647,Entire home/apt,102,2,136,2023-09-09,1.13,2,325,52,
1827412,Rental unit in Asheville · ★4.76 · 1 bedroom · 1 bed · 2 shared baths,7625694,John,,28801,35.59103,-82.54959,Private room,89,1,486,2023-08-20,4.16,9,333,17,
1843828,Home in Asheville · ★4.95 · 2 bedrooms · 2 beds · 2 baths,9617701,Diane & Dick,,28804,35.64699,-82.53107,Entire home/apt,250,3,91,2021-01-02,0.77,1,0,0,
1851921,Guest suite in Asheville · ★4.88 · 1 bedroom · 1 bed · 1 bath,1816805,Audrey,,28801,35.59467,-82.54444,Entire home/apt,129,3,43,2023-08-27,0.52,1,8,12,
1879067,Home in Asheville · ★4.95 · 1 bedroom · 2 beds · 1 bath,313613,Alyson,,28806,35.56772,-82.61632,Entire home/apt,108,2,87,2023-09-05,3.18,1,240,38,
2072026,Guest suite in Asheville · ★4.94 · 1 bedroom · 2 beds · 1 bath,8533528,Susan,,28804,35.63821,-82.54841,Entire home/apt,103,2,392,2023-07-24,3.36,1,142,23,
2176375,Home in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 bath,11100294,Jane,,28806,35.56934,-82.58782,Entire home/apt,50,29,223,2023-07-09,1.91,2,313,5,
2209375,Bungalow in Asheville · ★4.49 · 2 bedrooms · 2 beds · 1 bath,2596933,B,,28801,35.60131,-82.55448,Entire home/apt,134,90,146,2022-07-31,1.28,2,88,0,
2222067,Guest suite in Asheville · ★4.87 · 1 bedroom · 1 bed · 1 bath,11336944,Sharon,,28801,35.58263,-82.55769,Entire home/apt,99,2,392,2023-08-18,4.25,1,160,30,
2254521,Bungalow in Asheville · ★4.75 · 1 bedroom · 1 bed · 1 private bath,546222,Martha,,28806,35.56766,-82.56802,Private room,65,28,36,2021-08-31,0.31,1,364,0,
2296152,Home in Asheville · ★4.86 · 1 bedroom · 1 bed · 1 private bath,7535860,Rita,,28801,35.60388,-82.56129,Private room,79,1,986,2023-09-01,8.46,2,325,59,
2326086,Loft in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,2307713,Krista,,28801,35.59541,-82.55329,Entire home/apt,119,1,746,2023-09-10,6.39,3,0,99,
2411109,Home in Asheville · ★4.89 · 1 bedroom · 1 bed · 1 private bath,7535860,Rita,,28801,35.60113,-82.55785,Private room,89,1,1103,2023-08-29,9.57,2,318,91,
2454666,Rental unit in Asheville · ★4.89 · 2 bedrooms · 2 beds · 1 bath,10240937,Joe,,28806,35.57881,-82.58688,Entire home/apt,148,2,345,2023-08-18,2.99,1,291,32,
2477628,Home in Asheville · ★4.84 · 2 bedrooms · 2 beds · 1.5 baths,8035294,Alicia,,28801,35.58924,-82.56835,Entire home/apt,215,60,195,2023-04-22,1.70,2,16,13,
2569529,Condo in Asheville · ★5.0 · 2 bedrooms · 2 beds · 2 baths,8671251,Heather,,28801,35.6011,-82.55586,Entire home/apt,85,180,12,2016-07-04,0.10,1,365,0,
2605869,Home in Asheville · ★4.55 · 6 bedrooms · 8 beds · 3.5 baths,9385592,Kelsey,,28805,35.6147,-82.48471,Entire home/apt,663,2,40,2022-08-01,0.35,5,0,0,
2925486,Place to stay in Asheville · ★4.92 · 1 bedroom · 2 beds · 1 bath,14937363,Melanie,,28805,35.58627,-82.50244,Entire home/apt,130,1,369,2023-08-04,3.24,1,223,20,
3040444,Guest suite in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,12874214,David,,28801,35.60329,-82.55617,Entire home/apt,87,2,641,2023-09-06,5.67,2,340,64,
3066648,Home in Asheville · ★4.80 · 1 bedroom · 1 bed · 1 bath,10535408,David,,28801,35.59117126464844,-82.56571197509766,Entire home/apt,120,105,186,2023-03-31,1.65,1,123,2,
3084395,Bungalow in Asheville · ★4.83 · 2 bedrooms · 2 beds · 1 bath,15694798,Josh,,28804,35.62443,-82.52845,Entire home/apt,136,1,331,2023-09-10,2.93,2,318,18,
3095136,Cabin in Asheville · ★4.82 · 3 bedrooms · 3 beds · 1 bath,15694798,Josh,,28806,35.59502,-82.63916,Entire home/apt,219,1,413,2023-08-16,3.64,2,284,18,
3220474,Home in Asheville · ★4.74 · 1 bedroom · 1 bed · 1 private bath,16296123,Allison & Peter,,28803,35.49167,-82.51505,Private room,44,1,874,2023-08-26,7.78,3,66,66,
3225871,Guest suite in Fletcher · ★4.42 · 1 bedroom · 1 bed · 1 bath,16293519,Ellen,,28732,35.44101,-82.50573,Entire home/apt,33,1,89,2019-09-16,1.00,1,134,0,
3268055,Guest suite in Asheville · ★4.85 · 1 bedroom · 1 bed · 1 bath,167473,Kelly,,28806,35.58865,-82.63812,Entire home/apt,82,2,181,2022-11-06,1.61,2,75,7,
3268747,Rental unit in Asheville · ★5.0 · 2 bedrooms · 2 beds · 2 baths,1936889,Kathleen,,28805,35.57174,-82.53554,Entire home/apt,170,4,3,2022-09-05,0.12,1,0,0,
3314819,Home in Asheville · ★4.75 · 1 bedroom · 1 bed · 1 private bath,16296123,Allison & Peter,,28803,35.49233,-82.51495,Private room,47,1,1234,2023-08-28,10.99,3,66,137,
3369973,Home in Asheville · ★4.94 · 2 bedrooms · 2 beds · 2 baths,12087030,Marie,,28803,35.58215,-82.5475,Entire home/apt,225,2,255,2023-07-16,2.92,1,51,15,
3405282,Cabin in Asheville · ★4.95 · 1 bedroom · 2 beds · 1 bath,17173574,Scott & Catherine,,28801,35.61206,-82.5441,Entire home/apt,80,29,22,2023-03-31,0.22,1,146,2,
3445336,Home in Asheville · 2 bedrooms · 2 beds · 1 bath,17363326,Michael,,28801,35.59183,-82.54626,Entire home/apt,150,30,0,,,2,365,0,
3454237,Bungalow in Asheville · ★4.64 · 2 bedrooms · 2 beds · 1 bath,6619953,Becky,,28805,35.58981,-82.50347,Entire home/apt,80,30,77,2022-09-05,0.69,1,255,0,
3522532,Guesthouse in Asheville · ★4.74 · Studio · 1 bed · 1 bath,4846203,Zak & Iz,,28806,35.58012,-82.60522,Entire home/apt,34,30,186,2023-07-28,1.69,1,51,3,
3529241,Guesthouse in Asheville · ★4.99 · Studio · 1 bed · 1 bath,17767321,JC & Jackson,,28801,35.6037,-82.56183,Entire home/apt,109,2,335,2023-09-11,3.03,1,55,20,
3563156,Cottage in Asheville · ★4.95 · 1 bedroom · 1 bed · 1 private bath,653292,Joann,,28806,35.57835,-82.60738,Private room,60,2,209,2023-09-03,1.88,1,344,20,
3590634,Cabin in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,18089084,Patty,,28803,35.54697,-82.49353,Entire home/apt,124,2,339,2023-09-11,3.05,2,313,52,
3649639,Rental unit in Asheville · ★4.92 · 1 bedroom · 3 beds · 1 bath,18450336,Michele,,28801,35.6067,-82.56471,Entire home/apt,106,2,605,2023-08-28,5.44,1,273,71,
3694260,Home in Asheville · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,2759944,Caroline,,28801,35.60416,-82.56917,Entire home/apt,200,4,3,2021-07-16,0.03,1,0,0,
3767793,Home in Asheville · ★4.42 · 2 bedrooms · 4 beds · 2.5 baths,9385592,Kelsey,,28806,35.63813,-82.65066,Entire home/apt,365,3,71,2020-01-19,0.64,5,0,0,
3821004,Home in Asheville · ★4.12 · 1 bedroom · 1 bed · 1 shared bath,473131,Alexandra,,28806,35.597855,-82.596458,Private room,76,3,53,2017-01-01,0.48,1,0,0,
3868452,Cabin in Asheville · ★4.90 · 3 bedrooms · 3 beds · 2 baths,19697970,Dan,,28806,35.61334,-82.59763,Entire home/apt,276,3,207,2023-09-04,1.95,1,303,26,
3868910,Guest suite in Asheville · ★4.78 · 1 bedroom · 1 bed · 1 bath,19977236,Louisa,,28801,35.59082,-82.56643,Entire home/apt,124,2,354,2023-09-04,3.21,1,230,23,
3924937,Home in Woodfin · ★4.90 · 2 bedrooms · 2 beds · 1 bath,20119031,Jessica,,28804,35.6291,-82.58622,Entire home/apt,137,1,214,2023-08-27,1.97,1,30,94,
3945733,Rental unit in Asheville · ★4.77 · Studio · 1 bed · 1 bath,20447538,Brian,,28801,35.61216,-82.55778,Entire home/apt,75,1,492,2023-08-22,4.52,2,343,22,
3968877,Place to stay in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 private bath,11584674,Callie,,28804,35.62764,-82.57335,Private room,129,2,216,2023-09-03,1.97,1,314,4,
3986614,Guest suite in Asheville · ★4.81 · 1 bedroom · 3 beds · 1 bath,5656896,Michael,,28804,35.622231,-82.561401,Entire home/apt,73,1,423,2023-09-12,4.17,2,284,74,
3990524,Home in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 private bath,1676385,Pamella,,28806,35.58179,-82.58667,Private room,56,1,259,2023-09-04,2.36,2,257,48,
4045013,Cottage in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,20973612,Matthew,,28804,35.653435,-82.542511,Entire home/apt,280,2,284,2023-08-24,2.68,2,95,47,
4108784,Cabin in Asheville · ★4.74 · 2 bedrooms · 3 beds · 1 bath,3221035,Mark,,28804,35.62316,-82.60733,Entire home/apt,75,1,516,2023-09-05,4.74,1,155,70,
4124504,Guest suite in Asheville · ★4.89 · 2 bedrooms · 2 beds · 1 bath,11006041,Shari,,28803,35.57522,-82.53793,Entire home/apt,99,2,300,2020-03-08,2.77,1,0,0,
4129119,Home in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 private bath,21420468,Christine,,28804,35.61726,-82.55533,Private room,72,1,442,2020-12-06,4.10,1,0,0,
4173713,Rental unit in Asheville · ★4.99 · 1 bedroom · 1 bed · 1 bath,20973612,Matthew,,28804,35.65345001220703,-82.54279327392578,Entire home/apt,190,2,106,2023-09-04,1.03,2,133,16,
4241484,Home in Asheville · ★4.89 · 3 bedrooms · 3 beds · 1 bath,352405,Molly Rose,,28803,35.54603,-82.51674,Entire home/apt,135,2,379,2023-09-04,3.55,4,124,73,
4285157,Home in Asheville · ★4.88 · Studio · 1 bed · 1 shared bath,637074,Johanna,,28805,35.58668,-82.50199,Private room,54,30,34,2023-09-01,0.31,3,340,1,
4304358,Home in Asheville · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,637074,Johanna,,28805,35.58668,-82.50199,Private room,58,30,54,2022-10-31,0.51,3,346,1,
4394670,Home in Asheville · ★4.86 · 1 bedroom · 2 beds · 1 bath,22813406,Beth,,28804,35.63587,-82.53143,Entire home/apt,75,2,306,2023-08-13,2.83,1,135,24,
4394761,Rental unit in Asheville · ★4.87 · 2 bedrooms · 1 bed · 1 bath,20447538,Brian,,28801,35.61234,-82.55547,Entire home/apt,105,1,320,2023-08-20,3.11,2,334,24,
4448604,Guest suite in Asheville · ★4.78 · 1 bedroom · 2 beds · 1 bath,5656896,Michael,,28804,35.622231,-82.561401,Entire home/apt,39,1,551,2023-09-10,5.59,2,271,87,
4515772,Home in Asheville · ★4.79 · 2 bedrooms · 2 beds · 1 bath,17363326,Michael,,28801,35.59156,-82.54536,Entire home/apt,200,30,77,2023-08-04,0.71,2,129,3,
4587394,Cabin in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,16339042,Lori & Lizzie,,28805,35.58732,-82.49106,Entire home/apt,75,90,160,2023-02-14,1.50,1,284,2,
4764715,Rental unit in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,3441402,Susan Elizabeth,,28806,35.57393,-82.57135,Entire home/apt,90,30,511,2023-07-15,4.83,2,0,20,
4846733,Cabin in Fletcher · ★4.95 · 3 bedrooms · 6 beds · 3 baths,24938934,Jofre & Saskia,,28732,35.44555,-82.46796,Entire home/apt,180,2,155,2023-05-07,1.52,2,317,9,
4875054,Loft in Asheville · ★4.94 · Studio · 1 bed · 1 bath,14485502,Bob,,28806,35.57954,-82.56953,Entire home/apt,95,2,166,2023-06-26,2.08,1,15,13,
4895765,Rental unit in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,5035186,Lynn & Jake,,28803,35.57579,-82.53254,Entire home/apt,95,2,673,2023-09-10,6.42,1,299,50,
4931736,Home in Asheville · ★4.94 · 1 bedroom · 1 bed · 1 bath,25406174,Michael And Helene,,28806,35.58343,-82.60004,Entire home/apt,93,30,63,2017-03-06,0.61,1,90,0,
4937608,Home in Asheville · ★4.60 · 1 bedroom · 1 bed · 1 private bath,6101703,Caroline,,28801,35.60742,-82.56711,Private room,100,1,62,2023-09-04,0.60,1,365,5,
4994407,Cabin in Asheville · ★4.79 · 3 bedrooms · 4 beds · 2 baths,25749896,Sydney,,28805,35.62457,-82.52246,Entire home/apt,196,3,278,2023-08-27,2.64,1,295,50,
5114762,Guest suite in Asheville · ★4.93 · 2 bedrooms · 3 beds · 1 bath,21362898,Susan,,28806,35.58078,-82.5966,Entire home/apt,137,1,621,2023-08-27,5.94,1,2,38,
5144212,Condo in Asheville · ★4.92 · Studio · 1 bed · 1 bath,6074062,Melissa,,28801,35.59623,-82.55357,Entire home/apt,136,1,722,2023-09-08,6.96,10,249,94,
5151226,Home in Asheville · ★4.99 · 3 bedrooms · 6 beds · 2.5 baths,4117051,Louise And Steve,,28805,35.60858,-82.48867,Entire home/apt,291,3,127,2023-08-06,1.28,3,293,12,
5288006,Home in Asheville · ★4.74 · 5 bedrooms · 2 beds · 1 shared bath,22115499,Lisa,,28806,35.57268,-82.62834,Private room,93,1,42,2019-10-13,0.51,1,364,0,
5333015,Guesthouse in Asheville · ★4.93 · 1 bedroom · 3 beds · 1 bath,27580922,Robert,,28803,35.56461,-82.54574,Entire home/apt,236,2,108,2023-07-16,1.06,1,265,9,
5344892,Home in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 private bath,5912974,Daniel,,28805,35.62448,-82.49341,Private room,99,2,193,2023-05-30,2.13,1,0,11,
5464591,Bungalow in Asheville · ★4.91 · 2 bedrooms · 3 beds · 1 bath,28342264,Kristin,,28806,35.57546,-82.59551,Entire home/apt,200,1,289,2023-08-05,2.80,1,270,16,
5481195,Serviced apartment in Asheville · ★4.96 · 1 bedroom · 1 bed · 1 bath,28424329,Tim And Lori,,28804,35.61936,-82.55007,Entire home/apt,118,1,228,2023-09-09,2.23,1,313,88,
5506704,Rental unit in Asheville · ★4.86 · 1 bedroom · 1 bed · 1 bath,28561358,Amber,,28806,35.56917,-82.60769,Entire home/apt,76,28,110,2023-08-26,1.06,1,252,2,
5696919,Cottage in Asheville · ★4.85 · 2 bedrooms · 2 beds · 1 bath,29536562,Jody,,28805,35.58418,-82.53714,Entire home/apt,138,1,479,2023-09-01,4.67,3,152,97,
5716399,Guest suite in Asheville · ★4.61 · 1 bedroom · 2 beds · 1 bath,2392127,David And Melissa,,28806,35.58445,-82.58051,Entire home/apt,103,2,235,2023-08-16,2.32,2,334,24,
5850649,"Guesthouse in Arden, NC 28704, USA · ★4.94 · 1 bedroom · 4 beds · 1 bath",30377862,Daniel,,28704,35.44968,-82.5197,Entire home/apt,68,2,336,2023-09-04,3.77,1,318,22,
5868695,Home in Asheville · ★4.89 · 4 bedrooms · 4 beds · 3 baths,21353533,Trip,,28803,35.54909,-82.48628,Entire home/apt,246,4,141,2023-07-05,1.41,1,342,6,
6002814,Rental unit in Asheville · ★4.90 · 1 bedroom · 1 bed · 1 bath,13033352,Scott,,28801,35.60198,-82.55618,Entire home/apt,139,2,20,2023-09-04,2.99,1,128,20,
6005112,Home in Asheville · ★4.74 · 1 bedroom · 2 beds · 1.5 shared baths,31174094,Walter,,28803,35.49363,-82.51539,Private room,50,2,74,2023-06-03,1.27,3,143,7,
6054250,Loft in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,1826173,Meg,,28806,35.57364,-82.57785,Entire home/apt,108,1,948,2023-08-29,9.28,1,233,89,
6056098,Guest suite in Asheville · ★4.97 · 1 bedroom · 1 bed · 1 bath,31430181,Rob,,28804,35.62655,-82.50988,Entire home/apt,135,2,151,2023-09-04,1.48,1,171,5,
6079982,Home in Fletcher · ★4.78 · 1 bedroom · 2 beds · 1 bath,3572350,Grace,,28732,35.42195,-82.4718,Entire home/apt,102,1,122,2023-07-19,1.21,1,114,13,
6145162,Rental unit in Asheville · ★4.82 · 1 bedroom · 1 bed · 2 shared baths,7625694,John,,28801,35.59171,-82.54954,Private room,56,2,301,2023-09-11,2.96,9,334,21,
6170347,Bungalow in Asheville · ★4.92 · 1 bedroom · 1 bed · 1 private bath,32013434,Marilynn,,28803,35.5515,-82.53572,Private room,49,1,338,2023-09-10,3.38,2,51,23,
6180513,Rental unit in Asheville · ★4.70 · 2 bedrooms · 2 beds · 1 bath,32054468,Jeremy,,28801,35.59437,-82.56054,Entire home/apt,181,1,126,2023-09-02,1.25,4,344,25,
6197585,Rental unit in Asheville · ★4.92 · 6 bedrooms · 1 bed · 1 bath,32065101,Aimee,,28806,35.56855,-82.61456,Entire home/apt,71,30,117,2023-08-17,1.16,1,73,2,
6227094,Cottage in Asheville · ★4.90 · 3 bedrooms · 3 beds · 1 bath,32297877,Louis,,28805,35.57833,-82.47761,Entire home/apt,159,4,83,2023-06-04,0.82,1,140,6,
6234618,Loft in Asheville · ★4.93 · 1 bedroom · 1 bed · 1 bath,32351091,Monica,,28806,35.5834,-82.61083,Entire home/apt,83,2,271,2023-09-10,2.70,1,32,20,
6290666,Rental unit in Asheville · ★4.86 · Studio · 1 bed · 1 bath,21539203,Dorothy,,28805,35.59256,-82.5376,Entire home/apt,97,1,706,2023-08-28,6.96,2,303,81,
6362850,Guest suite in Asheville  · ★4.73 · 1 bedroom · 2 beds · 1 bath,33151095,Tiff,,28803,35.51629,-82.47881,Entire home/apt,65,1,282,2023-08-28,2.78,5,56,25,
6363332,Cottage in Asheville · ★5.0 · 2 bedrooms · 2 beds · 1 bath,32221473,Randy,,28803,35.56768,-82.52592,Entire home/apt,65,30,25,2023-05-31,0.25,2,32,4,
6399802,Rental unit in Asheville · ★4.80 · 1 bedroom · 1 bed · 2 shared baths,7625694,John,,28801,35.59195,-82.54944,Private room,92,1,368,2023-08-20,3.63,9,338,24,
